# LALSimulation RG SLy4 EoS from COMPOSE
        n(fm-3)             rho(MeVfm-3)              P(MeVfm-3)
1.112583835983832394e-05 1.038570540641627245e-02 1.029987123546364148e-05
1.193762594398003792e-05 1.114427213151038439e-02 1.131726816810289225e-05
1.289971127028086590e-05 1.204336718673925007e-02 1.243936709792496870e-05
1.383636197290880781e-05 1.291877817112305205e-02 1.367487889264370631e-05
1.495657136103365247e-05 1.396585106214771194e-02 1.503557989627840915e-05
1.606128776530645763e-05 1.499854576049509773e-02 1.653710544715845232e-05
1.734435504670403102e-05 1.619809126975787703e-02 1.818884760266218994e-05
1.867098269929939869e-05 1.743848990057683332e-02 2.001456969934528035e-05
2.012156859967312935e-05 1.879494143073291018e-02 2.202232358356868579e-05
2.172818520923044865e-05 2.029746079046338206e-02 2.424308887940208995e-05
2.337537031572724963e-05 2.183809999621179332e-02 2.668727429645769276e-05
2.529790426135623894e-05 2.363648258307156011e-02 2.939016956898441490e-05
2.720080675018085744e-05 2.541671663434678236e-02 3.236982669329747779e-05
2.947530013111310286e-05 2.754484484049321905e-02 3.566285034245136523e-05
3.170724064362979907e-05 2.963341896965959732e-02 3.930012341939061302e-05
3.437879134689992335e-05 3.213368642260158725e-02 4.331776874749820693e-05
3.702851875272079781e-05 3.461384934807525127e-02 4.776400275528995922e-05
4.015687210375872229e-05 3.754240739496289558e-02 5.267446562298392645e-05
4.333015010483132900e-05 4.051341796559433661e-02 5.811836104024952409e-05
4.699827822180084250e-05 4.394822844228674780e-02 6.413299228598818820e-05
5.081935163673972775e-05 4.752675382538413401e-02 7.081165300057950922e-05
5.514589083586175766e-05 5.157926936189213829e-02 7.819755073822001312e-05
5.975925217912856692e-05 5.590106910419292974e-02 8.641155274947956628e-05
6.491510880558789599e-05 6.073184010567446445e-02 9.550865485441767529e-05
7.048871881576203324e-05 6.595481833891710111e-02 1.056425481064379246e-04
7.671609326852653040e-05 7.179139619202457023e-02 1.168871817436403679e-04
8.344806996031886061e-05 7.810191411553746299e-02 1.294369287829680954e-04
9.107452413480215871e-05 8.525214425446607514e-02 1.433940661708508113e-04
9.920433809238880969e-05 9.287557415664929317e-02 1.590022218498233358e-04
1.086316570522307767e-04 1.017172822605879462e-01 1.764069502643565875e-04
1.184471398834348451e-04 1.109246594488436100e-01 1.959029870804558876e-04
1.300734601700154279e-04 1.218327219189901806e-01 2.177033398165119512e-04
1.418771706723366121e-04 1.329092773046686160e-01 2.421358503591270383e-04
1.544974730714576531e-04 1.447543249074360883e-01 2.694537697553634099e-04
1.636666270745660754e-04 1.533620790877417983e-01 2.992753122617260761e-04
1.793712508087986438e-04 1.681079690953563299e-01 3.322606055310196069e-04
1.951947328624948806e-04 1.829684655385080683e-01 3.691747435879774329e-04
2.141460948936584074e-04 2.007703144984924470e-01 4.103742777819393488e-04
2.347459191583817478e-04 2.201248026010379777e-01 4.566115616885661516e-04
2.762032245495981385e-04 2.590855310717107840e-01 5.093141092109346440e-04
3.657284561320700545e-04 3.432365328869241838e-01 5.779623318384116823e-04
4.878933942267823891e-04 4.580939021287309676e-01 6.718346870291379584e-04
6.454668408235537166e-04 6.062767952747394329e-01 7.993175168074357316e-04
8.321853297029924894e-04 7.819100419353247622e-01 9.697019423990626543e-04
1.051677399189784737e-03 9.884217356009248334e-01 1.192482664656928587e-03
1.311771066408875782e-03 1.233195722823898555e+00 1.478568365299563151e-03
1.611883121952158377e-03 1.515704477618875057e+00 1.840288259541306452e-03
1.952840494702117119e-03 1.836748172881636165e+00 2.291161227050931334e-03
2.337869993958846017e-03 2.199388233159552897e+00 2.846500660922368555e-03
2.770797668690333330e-03 2.607253704135495287e+00 3.523689772006909776e-03
3.254394897049332682e-03 3.062983172090568917e+00 4.342511692674916844e-03
3.800573561224519347e-03 3.577835010613738209e+00 5.325608151490909131e-03
4.422246571247461129e-03 4.164024758953596361e+00 6.498206245309704268e-03
5.129937457934881199e-03 4.831529053265604112e+00 7.888146529840881632e-03
5.903997840228223173e-03 5.561864098516203114e+00 9.527828993051499010e-03
6.745060245536218732e-03 6.355663371855914789e+00 1.145687259403527052e-02
7.713407362318908632e-03 7.269885849585167037e+00 1.371906774721732419e-02
8.825927847600072498e-03 8.320580861825895624e+00 1.635858634180764951e-02
1.001102250430986780e-02 9.440201400263994458e+00 1.943145552863227016e-02
1.133034480276093152e-02 1.068705350544468402e+01 2.300852170504140079e-02
1.288322061096192073e-02 1.215515921738766458e+01 2.715491691456039386e-02
1.453650678569445159e-02 1.371877462238566281e+01 3.194865444910031244e-02
1.635363443191763591e-02 1.543796343259604242e+01 3.749808841354786149e-02
1.849835457014268117e-02 1.746787299034859231e+01 4.389424021970748935e-02
2.072422250168193952e-02 1.957541891990282679e+01 5.125016853575995596e-02
2.322574989120511357e-02 2.194488198713665028e+01 5.971980394853376034e-02
2.607237024774214026e-02 2.464235438216440954e+01 6.940727336367742695e-02
2.892008066657682230e-02 2.734196779165789337e+01 8.048820354982018366e-02
3.228387021880903957e-02 3.053217677905466587e+01 9.311607226248808100e-02
3.554655989703145447e-02 3.362787993859647173e+01 1.074134325549239571e-01
3.925980270680472228e-02 3.715260236187837251e+01 1.236002916494192555e-01
4.279589742871584002e-02 4.051075533703757969e+01 1.417182660342049261e-01
5.141232067270279371e-02 4.869988001207813966e+01 1.604865934143915873e-01
5.693048718001895298e-02 5.394512718737165358e+01 1.857395286807693724e-01
6.102764786423725552e-02 5.784174030778935105e+01 2.136380945465130021e-01
6.607470348390495629e-02 6.264404749794343985e+01 2.445077024608532934e-01
7.016682499584772637e-02 6.653969475412884549e+01 2.784000155046801317e-01
7.449473775547352239e-02 7.066205036711536991e+01 3.151547992983166346e-01
7.924555588723047883e-02 7.518958356622118799e+01 3.552057846543693054e-01
8.311899509032248667e-02 7.888297330826216580e+01 3.985192381080723267e-01
8.678413631703198183e-02 8.237977633080851092e+01 4.448395363356553167e-01
9.109680170060770188e-02 8.649673361696733309e+01 4.944702581983725920e-01
9.540150521779715287e-02 9.060843965759733010e+01 5.478028202730239604e-01
9.904627195901043180e-02 9.409187562403708682e+01 6.047299839897818385e-01
1.022662826141189224e-01 9.717129289228883238e+01 6.650103715172294150e-01
1.058577028854385260e-01 1.006080722965079133e+02 7.287968834584255262e-01
1.099836736498350370e-01 1.045589269006027706e+02 7.965136616323471586e-01
1.140022027507023444e-01 1.084093834021319083e+02 8.685041797930782570e-01
1.175681538148641569e-01 1.118284832866116147e+02 9.447026561709269687e-01
1.206230689091174063e-01 1.147596112838532179e+02 1.024934011668001466e+00
1.237997763235291759e-01 1.178097834687965388e+02 1.109181813264392469e+00
1.273094203661470081e-01 1.211820656709155344e+02 1.197786947427061266e+00
1.312700629701523125e-01 1.249905070963882849e+02 1.291193458322087206e+00
1.353140987278555751e-01 1.288820180156443485e+02 1.389840017219113877e+00
1.390253068452691754e-01 1.324560098000892197e+02 1.493773917847670551e+00
1.423581431768705940e-01 1.356681479275126208e+02 1.602922040188107911e+00
1.453075813907089286e-01 1.385130790477030018e+02 1.717156419522199551e+00
1.483736930732253712e-01 1.414730243577564295e+02 1.836535828311209873e+00
1.517096700912715923e-01 1.446962184362878077e+02 1.961429963658281483e+00
1.553921136819918503e-01 1.482572479776788157e+02 2.092299346134294247e+00
1.594437055912706347e-01 1.521787066279264025e+02 2.229693363265332628e+00
1.633465258737109294e-01 1.559595614578133507e+02 2.373968026417572208e+00
1.669858162738973306e-01 1.594883834930808177e+02 2.525158361463067269e+00
1.703208822331513106e-01 1.627252752302150043e+02 2.683250530201314099e+00
1.733099841335001556e-01 1.656291936356122676e+02 2.848180437989634051e+00
1.762262816213455430e-01 1.684652419579973355e+02 3.019929905480871035e+00
1.793664137395043767e-01 1.715220622869348688e+02 3.198865644357641091e+00
1.827673170732383168e-01 1.748361759804858195e+02 3.385482470887121398e+00
1.864820170251605125e-01 1.784599266264073378e+02 3.580354559714530982e+00
1.905646374764005113e-01 1.824469199359751030e+02 3.784145829429280017e+00
1.946129918740895082e-01 1.864047933427043517e+02 3.997420639292557532e+00
1.984560479160195900e-01 1.901662263708873866e+02 4.220335907621858063e+00
2.020641952707341871e-01 1.937018448608715460e+02 4.452983883912688512e+00
2.054069267264095888e-01 1.969812768796770683e+02 4.695414285837307133e+00
2.084530195936016295e-01 1.999733210913112487e+02 4.947629305093728114e+00
2.114563796460657563e-01 2.029271234797640489e+02 5.209695719144296966e+00
2.146809091422179905e-01 2.061024850105040684e+02 5.482128280982052182e+00
2.181521427045899075e-01 2.095252497874432720e+02 5.765584709461167634e+00
2.219090484390250917e-01 2.132346432957012325e+02 6.060806587996679262e+00
2.259921368921835871e-01 2.172715999988484441e+02 6.368629337834768478e+00
2.303809351797368732e-01 2.216168428328520008e+02 6.689980055480240217e+00
2.346512833295546774e-01 2.258508179355018797e+02 7.025487480990702416e+00
2.387328363272495924e-01 2.299035166099955916e+02 7.375404294149705109e+00
2.426005372545636807e-01 2.337496127885382293e+02 7.739943083206192398e+00
2.462285343280231908e-01 2.373628576737158653e+02 8.119272381140998363e+00
2.495902979291463875e-01 2.407161852837803053e+02 8.513511074965849801e+00
2.527712551721903456e-01 2.438942888436652652e+02 8.922759844756235736e+00
2.561551472737324531e-01 2.472807020612125939e+02 9.347588231058420405e+00
2.597878686463432341e-01 2.509222256523872829e+02 9.788934730051815691e+00
2.637013247937829430e-01 2.548518933330721268e+02 1.024783881075268077e+01
2.679284880381208045e-01 2.591040161257199657e+02 1.072545276708078354e+01
2.725035355949844695e-01 2.637143388261516179e+02 1.122305218235536728e+01
2.773710254144577392e-01 2.686283113065961174e+02 1.174201822329412792e+01
2.821065001804100025e-01 2.734179538878469771e+02 1.228326549867604101e+01
2.866537033268176660e-01 2.780260041363769687e+02 1.284725790995525685e+01
2.909888019145749349e-01 2.824277424022586729e+02 1.343441377597917175e+01
2.950871491786928313e-01 2.865974529763707892e+02 1.404509985548321893e+01
2.989233768195281860e-01 2.905085032027400302e+02 1.467962410080506963e+01
3.024887064760899968e-01 2.941510313012562392e+02 1.533823052857269431e+01
3.061700306806950933e-01 2.979202545014123302e+02 1.602151442667497250e+01
3.101275350934188380e-01 3.019811841770772389e+02 1.673087455003122059e+01
3.143908565417218859e-01 3.063657884366555209e+02 1.746791725390645666e+01
3.189905102477681442e-01 3.111072062070339257e+02 1.823440711245202905e+01
3.239580155579965814e-01 3.162398983905068235e+02 1.903228085273864068e+01
3.293260426536560037e-01 3.217998234367804002e+02 1.986366265528595321e+01
3.349181467040927007e-01 3.276060170315719802e+02 2.073073592956177080e+01
3.403250803161461668e-01 3.332341234560483940e+02 2.163476841967203157e+01
3.455206054533782045e-01 3.386561456578398861e+02 2.257658946130566946e+01
3.504794713989515809e-01 3.438448688675889571e+02 2.355697137510869510e+01
3.551755303857401791e-01 3.487718880643988086e+02 2.457661613532567912e+01
3.595818295924084196e-01 3.534076818981916972e+02 2.563614455451669016e+01
3.636861544363808041e-01 3.577380094016253338e+02 2.673608794153764379e+01
3.679166431633671963e-01 3.622145300058612065e+02 2.787749696755670925e+01
3.724884567421956061e-01 3.670665698808784896e+02 2.906275904105385877e+01
3.774328715643536780e-01 3.723299669441984179e+02 3.029464195811922878e+01
3.827820536410156960e-01 3.780419153440374203e+02 3.157617331539262651e+01
3.885692035965506164e-01 3.842411527970872953e+02 3.291066301133425043e+01
3.948287215589704191e-01 3.909681735708555834e+02 3.430172798344738538e+01
4.014628694402208042e-01 3.981213511232884912e+02 3.575322430173071098e+01
4.079288701557668984e-01 4.051168436657617917e+02 3.726781511576633221e+01
4.141470256677448614e-01 4.118675786221865565e+02 3.884707312252965039e+01
4.200884189238883737e-01 4.183407826585243470e+02 4.049246443168573251e+01
4.257230080284221674e-01 4.245020509169004868e+02 4.220535278805797219e+01
4.310197311708786616e-01 4.303154230175678663e+02 4.398698174085729562e+01
4.359466281500684604e-01 4.357434772736067998e+02 4.583845565882440809e+01
4.408043274633144937e-01 4.411164358745893423e+02 4.776115710755107813e+01
4.460922775299909770e-01 4.469886223431382177e+02 4.975885160369890770e+01
4.518510482720807797e-01 4.534097454831886580e+02 5.183647757620787644e+01
4.581179470865647807e-01 4.604266139020433002e+02 5.399943626698433263e+01
4.649314487997788237e-01 4.680880844147341122e+02 5.625363150398778345e+01
4.723314053458164130e-01 4.764453594137665391e+02 5.860551423626255740e+01
4.803289598415436679e-01 4.855178611974482692e+02 6.106211870607626935e+01
4.882985523655777871e-01 4.945996535152575575e+02 6.362950275371883890e+01
4.959556301282618263e-01 5.033661270676649337e+02 6.631092830561583185e+01
5.032644091324247615e-01 5.117738739065458162e+02 6.910920594839967634e+01
5.101875625506604450e-01 5.197769916050435768e+02 7.202698133940585024e+01
5.166863615206075400e-01 5.273271723467628362e+02 7.506670249678620621e+01
5.227208383745579612e-01 5.343738178179005445e+02 7.823058475191577088e+01
5.284431049525523116e-01 5.410912647135945690e+02 8.152081188452011418e+01
5.346626277996732179e-01 5.484318537835999905e+02 8.494315868881132303e+01
5.415119124202041334e-01 5.565601080923661357e+02 8.850686909175411188e+01
5.490383468074339079e-01 5.655421352316560615e+02 9.222215647522577342e+01
5.572907884432315440e-01 5.754471841429414098e+02 9.610021418560567952e+01
5.663198734905784404e-01 5.863481343421141219e+02 1.001533055684178777e+02
5.761756856093127599e-01 5.983187871653861976e+02 1.043948636139295445e+02
5.861805363752259357e-01 6.105444740804088042e+02 1.088375912561571539e+02
5.957516035429671897e-01 6.223136990667954933e+02 1.134883792135418616e+02
6.048407477937458587e-01 6.335622822775936811e+02 1.183526305022850948e+02
6.133975647547357246e-01 6.442218165129114595e+02 1.234354353492593930e+02
6.213696131513960497e-01 6.542197958823190902e+02 1.287415031707016340e+02
6.287026783418321330e-01 6.634797885788727854e+02 1.342750893338495644e+02
6.356028916102279824e-01 6.722553732775274966e+02 1.400403648847689340e+02
6.432204609295407716e-01 6.820137186204634645e+02 1.460488812517399424e+02
6.517404839523273097e-01 6.930087915224839890e+02 1.523194276794864663e+02
6.612285345858903707e-01 7.053456809590393277e+02 1.588728634819133561e+02
6.717523491728059071e-01 7.191351856129323323e+02 1.657321643993907685e+02
6.833823607390893118e-01 7.344947759101013389e+02 1.729226297463623609e+02
6.961297024564514491e-01 7.514660634834499433e+02 1.804720638481846606e+02
7.087443451463029120e-01 7.683984489808864282e+02 1.884041079005959034e+02
7.206890103872221065e-01 7.845673602538707883e+02 1.967308556758306679e+02
7.318928184429884798e-01 7.998648392475887476e+02 2.054625885555395826e+02
7.422814423560979424e-01 8.141750215412087073e+02 2.146088474204726708e+02
7.517775577895161598e-01 8.273743923324211664e+02 2.241782694682435704e+02
7.602980515421117191e-01 8.393275040296821317e+02 2.341783833863505606e+02
7.691527877229153987e-01 8.518701754308540330e+02 2.446223229949734161e+02
7.793110611551593570e-01 8.663991865379317687e+02 2.555449579830944344e+02
7.908686182156237088e-01 8.830939835949862982e+02 2.669887588598313073e+02
8.039242842592410065e-01 9.021447506601767827e+02 2.790008632840912810e+02
8.185809518371774951e-01 9.237544466675672084e+02 2.916335669156789550e+02
8.349584245498277157e-01 9.481586720160019013e+02 3.049449291738608849e+02
8.515085755130710199e-01 9.730853606220367737e+02 3.189896745887289740e+02
8.670096956589757875e-01 9.966923351288858157e+02 3.337946345656160361e+02
8.813525676424304178e-01 1.018784472953387990e+03 3.493798481566362852e+02
8.944220665771888124e-01 1.039150050256373106e+03 3.657635164556716632e+02
9.060981040036026890e-01 1.057561288332281038e+03 3.829615800059371509e+02
9.164060981473753920e-01 1.074014909329796637e+03 4.009874369794899849e+02
9.278448010602017293e-01 1.092506652205517867e+03 4.198776527407894719e+02
9.413338974892632161e-01 1.114592003287751368e+03 4.397151566659188688e+02
9.570243476540896133e-01 1.140617899533016725e+03 4.605966371917724587e+02
9.750730232819352361e-01 1.170956505048746749e+03 4.826304443006671363e+02
9.956448579127507026e-01 1.206010478921819640e+03 5.059379535476749084e+02
1.014214007998076150e+00 1.237488231319615124e+03 5.312105649020004421e+02
1.031626177366608443e+00 1.268001070468173566e+03 5.572655331911616940e+02
1.049516523904934440e+00 1.299814164128784796e+03 5.847777621830142607e+02
1.067818552775827046e+00 1.332850587976602355e+03 6.138421791599408834e+02
1.086588487461470853e+00 1.367253726363002670e+03 6.445617078242813704e+02
1.105813339258420402e+00 1.403045922119936677e+03 6.770464707562300646e+02
1.125562585076827826e+00 1.440406510026862861e+03 7.114157856422199302e+02
1.145836666377612501e+00 1.479392267514274181e+03 7.477977365701001418e+02
1.166652841802349183e+00 1.520095217499362661e+03 7.863309965239992607e+02
1.188042075100082640e+00 1.562639738395652103e+03 8.271653503248390962e+02
